Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53737.29675926     3439706.237     5054764.723     3058581.662    -6463.570184     4005.688748     2017.324539       -4.291010       -6.305902       -3.826405
 53737.29687500     3374857.522     5094505.771     3078563.342    -6506.018893     3942.466955     1978.987205       -4.198710       -6.338269       -3.840953
 53737.29699074     3309588.938     5133613.002     3098160.932    -6547.543969     3878.927083     1940.507644       -4.106287       -6.369519       -3.854851
 53737.29710648     3243909.726     5172083.290     3117373.042    -6588.144284     3815.080282     1901.892352       -4.013761       -6.399656       -3.868100
 53737.29722222     3177829.138     5209913.621     3136198.348    -6627.818910     3750.937655     1863.147787       -3.921152       -6.428685       -3.880706
 53737.29733796     3111356.435     5247101.093     3154635.588    -6666.567121     3686.510251     1824.280368       -3.828481       -6.456612       -3.892672
 53737.29745370     3044500.885     5283642.914     3172683.567    -6704.388384     3621.809065     1785.296472       -3.735766       -6.483443       -3.904002
 53737.29756944     2977271.759     5319536.399     3190341.151    -6741.282361     3556.845034     1746.202437       -3.643027       -6.509182       -3.914700
 53737.29768519     2909678.330     5354778.974     3207607.270    -6777.248905     3491.629036     1707.004555       -3.550282       -6.533837       -3.924772
 53737.29780093     2841729.872     5389368.175     3224480.917    -6812.288055     3426.171883     1667.709074       -3.457551       -6.557414       -3.934221
 53737.29791667     2773435.659     5423301.644     3240961.147    -6846.400034     3360.484325     1628.322196       -3.364851       -6.579919       -3.943052
 53737.29803241     2704804.961     5456577.130     3257047.076    -6879.585246     3294.577043     1588.850076       -3.272201       -6.601360       -3.951270
 53737.29814815     2635847.041     5489192.488     3272737.884    -6911.844272     3228.460647     1549.298818       -3.179617       -6.621743       -3.958880
 53737.29826389     2566571.160     5521145.681     3288032.809    -6943.177871     3162.145676     1509.674480       -3.087118       -6.641076       -3.965887
 53737.29837963     2496986.566     5552434.774     3302931.150    -6973.586968     3095.642593     1469.983068       -2.994720       -6.659367       -3.972296
 53737.29849537     2427102.499     5583057.940     3317432.267    -7003.072660     3028.961786     1430.230533       -2.902440       -6.676623       -3.978112
 53737.29861111     2356928.186     5613013.452     3331535.577    -7031.636208     2962.113565     1390.422779       -2.810294       -6.692851       -3.983341
 53737.29872685     2286472.844     5642299.687     3345240.558    -7059.279032     2895.108157     1350.565651       -2.718298       -6.708061       -3.987988
 53737.29884259     2215745.670     5670915.125     3358546.745    -7086.002714     2827.955709     1310.664942       -2.626468       -6.722261       -3.992058
 53737.29895833     2144755.847     5698858.345     3371453.730    -7111.808990     2760.666284     1270.726389       -2.534819       -6.735458       -3.995558
 53737.29907407     2073512.542     5726128.027     3383961.165    -7136.699745     2693.249860     1230.755673       -2.443366       -6.747662       -3.998492
 53737.29918981     2002024.897     5752722.952     3396068.755    -7160.677016     2625.716327     1190.758418       -2.352124       -6.758881       -4.000867
 53737.29930556     1930302.039     5778641.996     3407776.264    -7183.742982     2558.075486     1150.740189       -2.261108       -6.769125       -4.002688
 53737.29942130     1858353.068     5803884.136     3419083.508    -7205.899968     2490.337050     1110.706494       -2.170330       -6.778402       -4.003961
 53737.29953704     1786187.061     5828448.444     3429990.360    -7227.150433     2422.510639     1070.662782       -2.079806       -6.786721       -4.004692
 53737.29965278     1713813.072     5852334.088     3440496.748    -7247.496974     2354.605782     1030.614441       -1.989548       -6.794093       -4.004887
 53737.29976852     1641240.126     5875540.330     3450602.651    -7266.942320     2286.631914      990.566801       -1.899569       -6.800525       -4.004553
 53737.29988426     1568477.220     5898066.527     3460308.104    -7285.489328     2218.598375      950.525130       -1.809882       -6.806029       -4.003695
 53737.30000000     1495533.324     5919912.129     3469613.191    -7303.140981     2150.514409      910.494636       -1.720500       -6.810612       -4.002319
 53737.30011574     1422417.375     5941076.678     3478518.051    -7319.900384     2082.389165      870.480464       -1.631434       -6.814286       -4.000431
 53737.30023148     1349138.280     5961559.805     3487022.872    -7335.770761     2014.231693      830.487700       -1.542697       -6.817059       -3.998038
 53737.30034722     1275704.912     5981361.234     3495127.893    -7350.755454     1946.050946      790.521364       -1.454299       -6.818943       -3.995146
 53737.30046296     1202126.111     6000480.776     3502833.404    -7364.857916     1877.855776      750.586416       -1.366252       -6.819945       -3.991762
 53737.30057870     1128410.682     6018918.330     3510139.742    -7378.081709     1809.654938      710.687755       -1.278567       -6.820078       -3.987890
 53737.30069444     1054567.394     6036673.885     3517047.296    -7390.430503     1741.457085      670.830215       -1.191254       -6.819350       -3.983538
 53737.30081019      980604.976     6053747.511     3523556.500    -7401.908072     1673.270769      631.018566       -1.104324       -6.817772       -3.978713
 53737.30092593      906532.123     6070139.367     3529667.836    -7412.518289     1605.104441      591.257518       -1.017786       -6.815354       -3.973419
 53737.30104167      832357.489     6085849.694     3535381.834    -7422.265126     1536.966453      551.551715       -0.931649       -6.812106       -3.967665
 53737.30115741      758089.685     6100878.818     3540699.070    -7431.152648     1468.865050      511.905739       -0.845924       -6.808039       -3.961455
 53737.30127315      683737.286     6115227.144     3545620.163    -7439.185011     1400.808378      472.324109       -0.760619       -6.803162       -3.954797
 53737.30138889      609308.821     6128895.161     3550145.781    -7446.366463     1332.804480      432.811280       -0.675743       -6.797486       -3.947696
 53737.30150463      534812.779     6141883.436     3554276.633    -7452.701333     1264.861296      393.371644       -0.591304       -6.791021       -3.940159
 53737.30162037      460257.602     6154192.615     3558013.473    -7458.194037     1196.986663      354.009528       -0.507311       -6.783777       -3.932193
 53737.30173611      385651.690     6165823.424     3561357.096    -7462.849067     1129.188315      314.729199       -0.423771       -6.775765       -3.923803
 53737.30185185      311003.398     6176776.662     3564308.343    -7466.670996     1061.473882      275.534860       -0.340692       -6.766996       -3.914996
 53737.30196759      236321.032     6187053.206     3566868.094    -7469.664468      993.850893      236.430648       -0.258081       -6.757478       -3.905778
 53737.30208333      161612.854     6196654.009     3569037.270    -7471.834202      926.326772      197.420641       -0.175945       -6.747224       -3.896156
 53737.30219907       86887.078     6205580.095     3570816.834    -7473.184982      858.908843      158.508854       -0.094292       -6.736242       -3.886136
 53737.30231481       12151.868     6213832.564     3572207.788    -7473.721662      791.604323      119.699236       -0.013126       -6.724543       -3.875723
 53737.30243056      -62584.658     6221412.584     3573211.172    -7473.449157      724.420331       80.995678        0.067544       -6.712138       -3.864925
 53737.30254630     -137314.434     6228321.396     3573828.068    -7472.372445      657.363880       42.402008        0.147714       -6.699037       -3.853747
 53737.30266204     -212029.443     6234560.310     3574059.591    -7470.496563      590.441885        3.921991        0.227378       -6.685249       -3.842195
 53737.30277778     -286721.719     6240130.704     3573906.899    -7467.826602      523.661155      -34.440669        0.306529       -6.670785       -3.830276
 53737.30289352     -361383.345     6245034.026     3573371.181    -7464.367707      457.028400      -72.682327        0.385163       -6.655656       -3.817996
 53737.30300926     -436006.460     6249271.787     3572453.667    -7460.125077      390.550231     -110.799401        0.463275       -6.639870       -3.805360
 53737.30312500     -510583.252     6252845.567     3571155.620    -7455.103958      324.233154     -148.788368        0.540860       -6.623439       -3.792375
 53737.30324074     -585105.962     6255757.009     3569478.339    -7449.309641      258.083578     -186.645766        0.617914       -6.606371       -3.779047
